iter	Logloss	Accuracy
878	0.0535418855	0.9860421535
879	0.05352441098	0.9860444113
880	0.05351811926	0.9860534426
881	0.0534203225	0.9860669895
882	0.0534143452	0.9860669895
883	0.05340490718	0.9860647317
884	0.05340098929	0.9860624739
885	0.05338570911	0.9860624739
886	0.05338406053	0.9860669895
887	0.05337648503	0.986073763
888	0.05330523314	0.9860918256
889	0.05329902156	0.9860963412
890	0.05329508791	0.986098599
891	0.05328095135	0.9861008568
892	0.0532747065	0.9861076303
893	0.05326465997	0.9861098881
894	0.05324761633	0.9860963412
895	0.05322062723	0.9861031147
896	0.05321706095	0.9861098881
897	0.05321234383	0.9861211772
898	0.05318598958	0.9861347242
899	0.05318216214	0.9861392398
900	0.05317314684	0.9861392398
901	0.05316427853	0.9861460133
902	0.05314366394	0.9861437554
903	0.05313789371	0.9861482711
904	0.05313051988	0.9861527867
905	0.05311646899	0.9861437554
906	0.05310927483	0.9861482711
907	0.053103119	0.9861527867
908	0.05310004358	0.9861573024
909	0.05309472419	0.9861505289
910	0.05305327444	0.9861640758
911	0.05304074846	0.9861685915
912	0.05303770367	0.9861731071
913	0.05302889011	0.9861685915
914	0.05302050684	0.9861663336
915	0.05300823263	0.9861731071
916	0.05299489141	0.9861731071
917	0.05297299261	0.9861731071
918	0.05296726042	0.986186654
919	0.05295679402	0.9861911697
920	0.05294108595	0.9861889118
921	0.05293539116	0.9861911697
922	0.052928971	0.9861911697
923	0.05292395273	0.9861934275
924	0.05291487123	0.9861843962
925	0.05290624988	0.9861798806
926	0.0528913916	0.986186654
927	0.05288477721	0.9861843962
928	0.05287788314	0.9861843962
929	0.05287026004	0.9861843962
930	0.05286639953	0.986186654
931	0.052859327	0.9861911697
932	0.05285008113	0.9861979431
933	0.05284309528	0.9862024588
934	0.05283526864	0.9862002009
935	0.05282904402	0.9862137479
936	0.05282506127	0.9862160057
937	0.05282252656	0.9862205213
938	0.05281617259	0.9862182635
939	0.05280263537	0.9862182635
940	0.05278744906	0.9862340683
941	0.05278048877	0.9862408417
942	0.05277002901	0.9862430995
943	0.05276036172	0.986249873
944	0.05275146805	0.9862566465
945	0.05274385814	0.9862611621
946	0.05274130831	0.9862589043
947	0.05273784479	0.9862656777
948	0.05273213438	0.9862724512
949	0.0527218106	0.9862814825
950	0.05271763494	0.9862814825
951	0.05271428278	0.9862814825
952	0.05270886737	0.9862792247
953	0.05269927169	0.9862792247
954	0.05269534849	0.9862814825
955	0.05269362311	0.9862814825
956	0.05269119395	0.9862814825
957	0.05267595635	0.9862837403
958	0.0526708853	0.9862837403
959	0.05264791747	0.9862905138
960	0.05264154028	0.9862927716
961	0.05263559028	0.9862905138
962	0.05263096324	0.9862859981
963	0.05257074349	0.986299545
964	0.05255110624	0.9863108342
965	0.05254139967	0.9863108342
966	0.05253779216	0.986313092
967	0.05253444506	0.9863108342
968	0.05253276314	0.986313092
969	0.05252950436	0.9863108342
970	0.05252282382	0.9863176076
971	0.05249204864	0.9863288967
972	0.05248819438	0.9863334124
973	0.05247374898	0.9863537327
974	0.05246527415	0.9863559906
975	0.05243789102	0.9863559906
976	0.05242331644	0.9863559906
977	0.05240537261	0.9863605062
978	0.05239870435	0.986362764
979	0.05239181163	0.986362764
980	0.05238961127	0.9863559906
981	0.05238298806	0.9863605062
982	0.05237741933	0.9863650218
983	0.05237140827	0.9863695375
984	0.05236460462	0.9863559906
985	0.05234750181	0.9863672797
986	0.05234588082	0.9863740531
987	0.05234077865	0.9863763109
988	0.05233745234	0.9863763109
989	0.05232608576	0.9863695375
990	0.05229941884	0.9863898579
991	0.05229706571	0.9863988892
992	0.05229374179	0.9863898579
993	0.0522675153	0.9864056626
994	0.05226192827	0.9864124361
995	0.05225469118	0.9864169517
996	0.05223769367	0.9864350143
997	0.05222010187	0.9864350143
998	0.05220525202	0.9864395299
999	0.0521992558	0.9864395299
